			3389-Left	3389-Right
836.	 69.0 	 C2 - 4.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
837.	 69.0 	 C0 - 2.0 mA	 C3 - 2.5 mA 	 (0.81 / 1.00) 
838.	 68.9 	 C0 - 2.5 mA	 C3 - 4.5 mA 	 (0.76 / 1.00) 
839.	 68.9 	 C2 - 3.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
840.	 68.7 	 C0 - 3.5 mA	 C3 - 5.0 mA 	 (0.71 / 1.00) 
841.	 68.5 	 C1 - 2.5 mA	 C3 - 3.5 mA 	 (0.99 / 1.00) 
842.	 68.5 	 C1 - 2.5 mA	 C3 - 3.0 mA 	 (0.99 / 1.00) 
843.	 68.4 	 C2 - 2.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
844.	 68.4 	 C2 - 3.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
845.	 68.4 	 C3 - 5.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
846.	 68.3 	 C1 - 3.0 mA	 C3 - 5.5 mA 	 (0.99 / 1.00) 
847.	 68.2 	 C1 - 2.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
848.	 68.2 	 C2 - 5.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
849.	 68.1 	 C0 - 2.0 mA	 C3 - 3.5 mA 	 (0.81 / 1.00) 
850.	 68.1 	 C0 - 2.0 mA	 C3 - 3.0 mA 	 (0.81 / 1.00) 
851.	 68.0 	 C2 - 1.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
852.	 68.0 	 C2 - 5.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
853.	 67.9 	 C2 - 5.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
854.	 67.9 	 C3 - 1.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
855.	 67.9 	 C3 - 2.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
856.	 67.8 	 C3 - 3.5 mA	 C0 - 3.5 mA 	 (1.00 / 1.00) 
857.	 67.8 	 C3 - 5.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
858.	 67.8 	 C0 - 1.5 mA	 C3 - 2.0 mA 	 (0.86 / 1.00) 
859.	 67.8 	 C3 - 5.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
860.	 67.8 	 C1 - 3.0 mA	 C3 - 5.0 mA 	 (0.99 / 1.00) 
861.	 67.5 	 C1 - 1.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
862.	 67.4 	 C0 - 3.0 mA	 C3 - 5.5 mA 	 (0.74 / 1.00) 
863.	 67.4 	 C2 - 2.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
864.	 67.4 	 C3 - 5.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
865.	 67.4 	 C3 - 3.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
866.	 67.3 	 C2 - 2.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
867.	 67.2 	 C1 - 2.5 mA	 C3 - 4.0 mA 	 (0.99 / 1.00) 
868.	 67.2 	 C3 - 5.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
869.	 67.2 	 C3 - 5.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
870.	 67.1 	 C3 - 2.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
871.	 67.1 	 C2 - 2.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
872.	 67.1 	 C3 - 5.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
873.	 67.0 	 C1 - 2.5 mA	 C3 - 4.5 mA 	 (0.99 / 1.00) 
874.	 67.0 	 C0 - 3.0 mA	 C3 - 5.0 mA 	 (0.74 / 1.00) 
875.	 67.0 	 C0 - 2.0 mA	 C3 - 4.0 mA 	 (0.81 / 1.00) 
876.	 66.9 	 C0 - 2.0 mA	 C3 - 4.5 mA 	 (0.81 / 1.00) 
877.	 66.9 	 C3 - 5.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
878.	 66.7 	 C0 - 2.5 mA	 C3 - 5.5 mA 	 (0.76 / 1.00) 
879.	 66.6 	 C2 - 2.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
880.	 66.5 	 C3 - 5.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
881.	 66.5 	 C3 - 3.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
882.	 66.5 	 C0 - 1.5 mA	 C3 - 2.5 mA 	 (0.86 / 1.00) 
883.	 66.5 	 C3 - 5.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
884.	 66.4 	 C2 - 5.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
885.	 66.4 	 C3 - 5.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
886.	 66.4 	 C3 - 2.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
887.	 66.3 	 C3 - 5.0 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
888.	 66.3 	 C0 - 2.5 mA	 C3 - 5.0 mA 	 (0.76 / 1.00) 
889.	 66.2 	 C3 - 4.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
890.	 66.2 	 C3 - 5.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
891.	 66.2 	 C3 - 5.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
892.	 66.1 	 C3 - 5.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
893.	 65.9 	 C3 - 5.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
894.	 65.8 	 C3 - 3.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
895.	 65.8 	 C3 - 5.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
896.	 65.8 	 C3 - 2.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
897.	 65.7 	 C1 - 2.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
898.	 65.7 	 C3 - 4.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
899.	 65.7 	 C3 - 2.0 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
900.	 65.6 	 C2 - 2.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
901.	 65.5 	 C3 - 5.0 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
902.	 65.5 	 C3 - 2.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
903.	 65.5 	 C0 - 1.5 mA	 C3 - 3.5 mA 	 (0.86 / 1.00) 
904.	 65.4 	 C0 - 1.5 mA	 C3 - 3.0 mA 	 (0.86 / 1.00) 
905.	 65.4 	 C3 - 2.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
906.	 65.4 	 C2 - 3.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
907.	 65.3 	 C3 - 5.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
908.	 65.3 	 C2 - 2.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
909.	 65.3 	 C3 - 5.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
910.	 65.2 	 C2 - 5.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
911.	 65.2 	 C2 - 2.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
912.	 65.2 	 C2 - 5.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
913.	 65.2 	 C2 - 4.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
914.	 65.2 	 C3 - 3.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
915.	 65.1 	 C3 - 2.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
916.	 65.1 	 C3 - 4.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
917.	 65.1 	 C2 - 2.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
918.	 65.1 	 C3 - 2.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
919.	 65.0 	 C2 - 2.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
920.	 65.0 	 C2 - 2.0 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
921.	 65.0 	 C3 - 3.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
922.	 64.9 	 C3 - 3.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
923.	 64.8 	 C3 - 2.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
924.	 64.7 	 C3 - 4.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
925.	 64.6 	 C2 - 5.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
926.	 64.6 	 C3 - 4.0 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
927.	 64.5 	 C3 - 5.0 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
928.	 64.5 	 C2 - 2.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
929.	 64.4 	 C3 - 5.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
930.	 64.4 	 C3 - 3.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
931.	 64.4 	 C3 - 5.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
932.	 64.3 	 C2 - 5.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
933.	 64.2 	 C3 - 3.0 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
934.	 64.2 	 C0 - 2.0 mA	 C3 - 5.5 mA 	 (0.81 / 1.00) 
935.	 64.1 	 C1 - 2.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
936.	 64.1 	 C3 - 4.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
937.	 64.1 	 C0 - 1.5 mA	 C3 - 4.0 mA 	 (0.86 / 1.00) 
938.	 64.0 	 C3 - 2.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
939.	 64.0 	 C2 - 2.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
940.	 63.9 	 C3 - 3.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
941.	 63.9 	 C3 - 2.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
942.	 63.9 	 C3 - 4.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
943.	 63.8 	 C3 - 4.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
944.	 63.8 	 C0 - 1.5 mA	 C3 - 4.5 mA 	 (0.86 / 1.00) 
945.	 63.8 	 C3 - 4.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
946.	 63.8 	 C2 - 2.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
947.	 63.8 	 C0 - 2.0 mA	 C3 - 5.0 mA 	 (0.81 / 1.00) 
948.	 63.8 	 C3 - 2.0 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
949.	 63.8 	 C1 - 2.5 mA	 C3 - 5.5 mA 	 (0.99 / 1.00) 
950.	 63.7 	 C2 - 2.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
951.	 63.7 	 C2 - 2.0 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
952.	 63.6 	 C2 - 5.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
953.	 63.5 	 C3 - 5.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
954.	 63.4 	 C3 - 3.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
955.	 63.4 	 C3 - 4.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
956.	 63.3 	 C3 - 1.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
957.	 63.3 	 C3 - 5.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
958.	 63.3 	 C1 - 2.5 mA	 C3 - 5.0 mA 	 (0.99 / 1.00) 
959.	 63.3 	 C3 - 2.0 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
960.	 63.3 	 C2 - 5.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
961.	 63.3 	 C3 - 2.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
962.	 63.3 	 C3 - 3.0 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
963.	 63.3 	 C3 - 4.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
964.	 63.3 	 C3 - 5.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
965.	 63.2 	 C3 - 2.0 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
966.	 63.2 	 C2 - 2.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
967.	 63.2 	 C3 - 4.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
968.	 63.2 	 C2 - 4.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
969.	 63.2 	 C3 - 5.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
970.	 63.1 	 C3 - 2.0 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
971.	 63.0 	 C3 - 4.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
972.	 62.8 	 C2 - 2.0 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
973.	 62.8 	 C2 - 1.5 mA	 C0 - 3.0 mA 	 (1.00 / 1.00) 
974.	 62.8 	 C3 - 3.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
975.	 62.8 	 C3 - 3.0 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
976.	 62.8 	 C1 - 2.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
977.	 62.7 	 C1 - 2.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
978.	 62.6 	 C2 - 4.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
979.	 62.5 	 C3 - 4.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
980.	 62.4 	 C3 - 5.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
981.	 62.4 	 C3 - 4.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
982.	 62.3 	 C3 - 5.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
983.	 62.2 	 C3 - 1.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
984.	 62.1 	 C3 - 3.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
985.	 62.0 	 C3 - 4.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
986.	 61.9 	 C3 - 4.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
987.	 61.9 	 C2 - 2.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
988.	 61.8 	 C3 - 4.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
989.	 61.8 	 C3 - 5.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
990.	 61.8 	 C3 - 3.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
991.	 61.7 	 C2 - 3.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
992.	 61.7 	 C3 - 2.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
993.	 61.6 	 C3 - 3.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
994.	 61.5 	 C3 - 4.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
995.	 61.3 	 C3 - 4.0 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
996.	 61.2 	 C3 - 3.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
997.	 61.2 	 C3 - 3.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
998.	 61.1 	 C3 - 2.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
999.	 61.1 	 C3 - 5.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1000.	 61.1 	 C2 - 1.5 mA	 C1 - 4.5 mA 	 (1.00 / 1.00) 
1001.	 61.1 	 C3 - 2.0 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
1002.	 61.0 	 C3 - 1.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
1003.	 61.0 	 C1 - 2.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1004.	 61.0 	 C3 - 4.0 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
1005.	 61.0 	 C2 - 4.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1006.	 61.0 	 C3 - 1.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
1007.	 60.9 	 C3 - 5.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1008.	 60.9 	 C2 - 2.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
1009.	 60.8 	 C3 - 5.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1010.	 60.8 	 C3 - 4.0 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
1011.	 60.8 	 C3 - 5.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1012.	 60.7 	 C3 - 2.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1013.	 60.7 	 C1 - 1.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1014.	 60.7 	 C3 - 1.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
1015.	 60.7 	 C3 - 3.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
1016.	 60.6 	 C1 - 2.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1017.	 60.6 	 C3 - 2.0 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
1018.	 60.5 	 C3 - 2.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1019.	 60.5 	 C2 - 4.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1020.	 60.4 	 C3 - 3.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1021.	 60.4 	 C3 - 4.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
1022.	 60.3 	 C3 - 5.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1023.	 60.2 	 C2 - 2.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
1024.	 60.2 	 C3 - 3.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1025.	 60.2 	 C0 - 1.5 mA	 C3 - 5.5 mA 	 (0.86 / 1.00) 
1026.	 60.2 	 C3 - 5.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1027.	 60.1 	 C3 - 2.0 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
1028.	 60.0 	 C2 - 1.5 mA	 C1 - 5.5 mA 	 (1.00 / 1.00) 
1029.	 60.0 	 C2 - 2.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1030.	 60.0 	 C2 - 1.5 mA	 C0 - 2.5 mA 	 (1.00 / 1.00) 
1031.	 60.0 	 C3 - 5.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1032.	 60.0 	 C3 - 1.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
1033.	 59.9 	 C3 - 4.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
1034.	 59.9 	 C0 - 1.5 mA	 C3 - 5.0 mA 	 (0.86 / 1.00) 
1035.	 59.9 	 C3 - 5.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1036.	 59.9 	 C3 - 4.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1037.	 59.8 	 C2 - 2.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1038.	 59.7 	 C3 - 4.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1039.	 59.7 	 C2 - 1.5 mA	 C1 - 5.0 mA 	 (1.00 / 1.00) 
1040.	 59.6 	 C2 - 4.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1041.	 59.6 	 C3 - 2.0 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
1042.	 59.6 	 C2 - 4.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1043.	 59.5 	 C2 - 5.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1044.	 59.4 	 C3 - 4.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
1045.	 59.3 	 C3 - 5.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1046.	 59.3 	 C3 - 2.0 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
1047.	 59.3 	 C2 - 5.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1048.	 59.1 	 C3 - 3.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
1049.	 59.1 	 C3 - 4.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1050.	 59.0 	 C3 - 3.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
1051.	 59.0 	 C2 - 2.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1052.	 58.9 	 C3 - 5.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1053.	 58.9 	 C3 - 4.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1054.	 58.8 	 C3 - 4.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
1055.	 58.8 	 C2 - 4.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1056.	 58.7 	 C2 - 3.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1057.	 58.6 	 C2 - 1.5 mA	 C1 - 4.0 mA 	 (1.00 / 1.00) 
1058.	 58.6 	 C3 - 2.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1059.	 58.6 	 C3 - 3.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
1060.	 58.4 	 C3 - 3.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1061.	 58.2 	 C3 - 4.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1062.	 57.9 	 C1 - 1.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1063.	 57.9 	 C3 - 2.0 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
1064.	 57.8 	 C3 - 2.0 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1065.	 57.8 	 C2 - 4.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1066.	 57.8 	 C2 - 2.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1067.	 57.7 	 C3 - 5.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1068.	 57.6 	 C3 - 2.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1069.	 57.6 	 C3 - 2.0 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1070.	 57.5 	 C3 - 3.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1071.	 57.4 	 C3 - 3.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
1072.	 57.4 	 C3 - 3.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
1073.	 57.4 	 C3 - 2.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1074.	 57.4 	 C2 - 4.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1075.	 57.4 	 C3 - 4.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1076.	 57.4 	 C2 - 3.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1077.	 57.4 	 C3 - 2.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1078.	 57.3 	 C3 - 4.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1079.	 57.3 	 C2 - 4.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1080.	 57.3 	 C2 - 4.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1081.	 57.3 	 C3 - 3.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1082.	 57.2 	 C3 - 3.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1083.	 57.2 	 C3 - 4.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1084.	 57.2 	 C3 - 4.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1085.	 57.1 	 C3 - 5.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1086.	 56.9 	 C2 - 3.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1087.	 56.9 	 C3 - 3.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1088.	 56.8 	 C3 - 2.0 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
1089.	 56.8 	 C3 - 1.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
1090.	 56.7 	 C3 - 3.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1091.	 56.6 	 C3 - 3.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
1092.	 56.6 	 C2 - 2.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1093.	 56.5 	 C3 - 2.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1094.	 56.4 	 C3 - 4.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1095.	 56.4 	 C2 - 2.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1096.	 56.4 	 C3 - 4.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1097.	 56.4 	 C3 - 3.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1098.	 56.4 	 C2 - 2.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1099.	 56.3 	 C3 - 4.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1100.	 56.3 	 C3 - 1.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
1101.	 56.3 	 C3 - 4.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1102.	 56.3 	 C3 - 1.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
1103.	 56.1 	 C1 - 1.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1104.	 55.9 	 C3 - 5.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1105.	 55.8 	 C3 - 2.0 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1106.	 55.8 	 C1 - 2.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1107.	 55.7 	 C3 - 3.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
1108.	 55.7 	 C1 - 2.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1109.	 55.5 	 C3 - 4.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1110.	 55.4 	 C2 - 4.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1111.	 55.3 	 C2 - 2.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1112.	 55.3 	 C2 - 3.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
