			3389-Left	3389-Right
836.	 23.6 	 C0 - 1.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
837.	 23.5 	 C2 - 4.5 mA	 C1 - 3.5 mA 	 (0.95 / 1.00) 
838.	 23.5 	 C2 - 1.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
839.	 23.5 	 C1 - 3.5 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
840.	 23.4 	 C2 - 4.0 mA	 C3 - 1.5 mA 	 (0.96 / 0.90) 
841.	 23.3 	 C3 - 5.5 mA	 C2 - 2.5 mA 	 (0.73 / 0.99) 
842.	 23.2 	 C1 - 1.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
843.	 23.1 	 C2 - 5.5 mA	 C0 - 2.5 mA 	 (0.93 / 1.00) 
844.	 23.0 	 C2 - 3.0 mA	 C0 - 2.0 mA 	 (0.99 / 1.00) 
845.	 23.0 	 C2 - 5.5 mA	 C3 - 1.5 mA 	 (0.93 / 0.90) 
846.	 22.9 	 C2 - 5.5 mA	 C1 - 3.0 mA 	 (0.93 / 1.00) 
847.	 22.8 	 C0 - 5.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
848.	 22.8 	 C2 - 4.0 mA	 C1 - 4.5 mA 	 (0.96 / 1.00) 
849.	 22.8 	 C2 - 5.0 mA	 C1 - 4.0 mA 	 (0.94 / 1.00) 
850.	 22.5 	 C0 - 3.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
851.	 22.5 	 C2 - 4.5 mA	 C1 - 4.0 mA 	 (0.95 / 1.00) 
852.	 22.5 	 C0 - 5.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
853.	 22.4 	 C0 - 2.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
854.	 22.4 	 C1 - 5.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
855.	 22.3 	 C3 - 4.0 mA	 C2 - 3.0 mA 	 (0.77 / 0.99) 
856.	 22.2 	 C2 - 4.5 mA	 C0 - 2.5 mA 	 (0.95 / 1.00) 
857.	 22.0 	 C2 - 4.5 mA	 C3 - 1.5 mA 	 (0.95 / 0.90) 
858.	 22.0 	 C3 - 4.5 mA	 C2 - 3.0 mA 	 (0.75 / 0.99) 
859.	 22.0 	 C2 - 3.0 mA	 C0 - 1.5 mA 	 (0.99 / 1.00) 
860.	 22.0 	 C1 - 4.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
861.	 22.0 	 C2 - 5.5 mA	 C1 - 3.5 mA 	 (0.93 / 1.00) 
862.	 21.8 	 C1 - 4.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
863.	 21.7 	 C2 - 3.5 mA	 C1 - 5.5 mA 	 (0.98 / 1.00) 
864.	 21.7 	 C3 - 2.0 mA	 C2 - 3.5 mA 	 (0.86 / 0.98) 
865.	 21.7 	 C2 - 4.0 mA	 C1 - 5.0 mA 	 (0.96 / 1.00) 
866.	 21.7 	 C0 - 5.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
867.	 21.6 	 C2 - 3.5 mA	 C3 - 2.0 mA 	 (0.98 / 0.87) 
868.	 21.4 	 C3 - 2.5 mA	 C2 - 3.5 mA 	 (0.83 / 0.98) 
869.	 21.4 	 C2 - 5.0 mA	 C1 - 4.5 mA 	 (0.94 / 1.00) 
870.	 21.2 	 C3 - 5.0 mA	 C2 - 3.0 mA 	 (0.74 / 0.99) 
871.	 21.2 	 C0 - 5.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
872.	 21.1 	 C2 - 3.0 mA	 C3 - 2.5 mA 	 (0.99 / 0.85) 
873.	 21.1 	 C2 - 4.5 mA	 C1 - 4.5 mA 	 (0.95 / 1.00) 
874.	 21.0 	 C2 - 5.5 mA	 C1 - 4.0 mA 	 (0.93 / 1.00) 
875.	 20.8 	 C2 - 2.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
876.	 20.7 	 C1 - 3.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
877.	 20.5 	 C2 - 5.0 mA	 C1 - 5.0 mA 	 (0.94 / 1.00) 
878.	 20.4 	 C3 - 5.5 mA	 C2 - 3.0 mA 	 (0.73 / 0.99) 
879.	 20.4 	 C2 - 5.0 mA	 C3 - 2.0 mA 	 (0.94 / 0.87) 
880.	 20.4 	 C0 - 4.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
881.	 20.1 	 C1 - 3.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
882.	 20.1 	 C2 - 4.5 mA	 C1 - 5.0 mA 	 (0.95 / 1.00) 
883.	 20.1 	 C0 - 5.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
884.	 19.9 	 C0 - 4.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
885.	 19.8 	 C2 - 5.5 mA	 C3 - 2.0 mA 	 (0.93 / 0.87) 
886.	 19.7 	 C2 - 5.5 mA	 C1 - 4.5 mA 	 (0.93 / 1.00) 
887.	 19.7 	 C2 - 4.0 mA	 C3 - 2.0 mA 	 (0.96 / 0.87) 
888.	 19.5 	 C2 - 1.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
889.	 19.4 	 C3 - 3.0 mA	 C2 - 3.5 mA 	 (0.81 / 0.98) 
890.	 19.4 	 C2 - 2.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
891.	 19.4 	 C1 - 5.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
892.	 19.3 	 C0 - 5.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
893.	 19.1 	 C1 - 2.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
894.	 19.0 	 C0 - 4.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
895.	 18.9 	 C2 - 4.0 mA	 C1 - 5.5 mA 	 (0.96 / 1.00) 
896.	 18.9 	 C3 - 1.5 mA	 C2 - 3.5 mA 	 (0.90 / 0.98) 
897.	 18.8 	 C3 - 3.5 mA	 C2 - 3.5 mA 	 (0.79 / 0.98) 
898.	 18.8 	 C2 - 5.5 mA	 C1 - 5.0 mA 	 (0.93 / 1.00) 
899.	 18.7 	 C1 - 1.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
900.	 18.7 	 C1 - 2.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
901.	 18.6 	 C0 - 3.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
902.	 18.6 	 C2 - 4.5 mA	 C3 - 2.0 mA 	 (0.95 / 0.87) 
903.	 18.4 	 C0 - 4.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
904.	 18.4 	 C1 - 5.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
905.	 18.1 	 C0 - 1.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
906.	 18.1 	 C0 - 2.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
907.	 18.0 	 C2 - 3.0 mA	 C2 - 1.5 mA 	 (0.99 / 1.00) 
908.	 17.9 	 C2 - 5.0 mA	 C1 - 5.5 mA 	 (0.94 / 1.00) 
909.	 17.8 	 C2 - 3.5 mA	 C3 - 2.5 mA 	 (0.98 / 0.85) 
910.	 17.8 	 C0 - 4.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
911.	 17.5 	 C2 - 4.5 mA	 C1 - 5.5 mA 	 (0.95 / 1.00) 
912.	 17.4 	 C0 - 2.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
913.	 17.3 	 C2 - 5.0 mA	 C3 - 2.5 mA 	 (0.94 / 0.85) 
914.	 17.2 	 C0 - 4.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
915.	 17.1 	 C2 - 3.5 mA	 C0 - 2.0 mA 	 (0.98 / 1.00) 
916.	 17.1 	 C0 - 3.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
917.	 17.0 	 C1 - 3.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
918.	 16.9 	 C2 - 3.0 mA	 C3 - 3.0 mA 	 (0.99 / 0.83) 
919.	 16.9 	 C3 - 4.0 mA	 C2 - 3.5 mA 	 (0.77 / 0.98) 
920.	 16.9 	 C2 - 5.5 mA	 C3 - 2.5 mA 	 (0.93 / 0.85) 
921.	 16.9 	 C3 - 4.5 mA	 C2 - 3.5 mA 	 (0.75 / 0.98) 
922.	 16.8 	 C0 - 3.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
923.	 16.6 	 C0 - 5.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
924.	 16.5 	 C0 - 2.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
925.	 16.4 	 C2 - 5.0 mA	 C0 - 2.0 mA 	 (0.94 / 1.00) 
926.	 16.4 	 C2 - 2.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
927.	 16.3 	 C2 - 5.5 mA	 C1 - 5.5 mA 	 (0.93 / 1.00) 
928.	 16.3 	 C3 - 5.0 mA	 C2 - 3.5 mA 	 (0.74 / 0.98) 
929.	 16.3 	 C2 - 4.0 mA	 C3 - 2.5 mA 	 (0.96 / 0.85) 
930.	 16.0 	 C1 - 3.0 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
931.	 15.8 	 C3 - 2.5 mA	 C2 - 4.0 mA 	 (0.83 / 0.97) 
932.	 15.8 	 C0 - 5.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
933.	 15.8 	 C0 - 3.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
934.	 15.8 	 C1 - 4.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
935.	 15.7 	 C3 - 5.5 mA	 C2 - 3.5 mA 	 (0.73 / 0.98) 
936.	 15.7 	 C2 - 3.5 mA	 C0 - 1.5 mA 	 (0.98 / 1.00) 
937.	 15.7 	 C0 - 3.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
938.	 15.6 	 C2 - 5.5 mA	 C0 - 2.0 mA 	 (0.93 / 1.00) 
939.	 15.5 	 C2 - 5.0 mA	 C0 - 1.5 mA 	 (0.94 / 1.00) 
940.	 15.5 	 C2 - 2.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
941.	 15.4 	 C1 - 5.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
942.	 15.4 	 C1 - 4.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
943.	 15.4 	 C2 - 4.5 mA	 C3 - 2.5 mA 	 (0.95 / 0.85) 
944.	 15.4 	 C0 - 1.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
945.	 15.4 	 C1 - 4.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
946.	 15.3 	 C3 - 2.0 mA	 C2 - 4.0 mA 	 (0.86 / 0.97) 
947.	 15.2 	 C1 - 2.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
948.	 14.9 	 C1 - 2.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
949.	 14.8 	 C0 - 5.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
950.	 14.8 	 C2 - 5.5 mA	 C0 - 1.5 mA 	 (0.93 / 1.00) 
951.	 14.7 	 C0 - 5.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
952.	 14.7 	 C1 - 2.0 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
953.	 14.6 	 C2 - 4.0 mA	 C0 - 2.0 mA 	 (0.96 / 1.00) 
954.	 14.5 	 C2 - 2.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
955.	 14.3 	 C3 - 3.0 mA	 C2 - 4.0 mA 	 (0.81 / 0.97) 
956.	 14.2 	 C3 - 3.5 mA	 C2 - 4.0 mA 	 (0.79 / 0.97) 
957.	 14.1 	 C2 - 3.5 mA	 C3 - 3.0 mA 	 (0.98 / 0.83) 
958.	 14.1 	 C2 - 5.0 mA	 C3 - 3.0 mA 	 (0.94 / 0.83) 
959.	 14.0 	 C0 - 3.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
960.	 13.9 	 C2 - 5.5 mA	 C3 - 3.0 mA 	 (0.93 / 0.83) 
961.	 13.9 	 C1 - 3.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
962.	 13.7 	 C0 - 2.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
963.	 13.5 	 C2 - 4.5 mA	 C0 - 2.0 mA 	 (0.95 / 1.00) 
964.	 13.5 	 C2 - 3.0 mA	 C3 - 3.5 mA 	 (0.99 / 0.81) 
965.	 13.4 	 C3 - 2.5 mA	 C2 - 4.5 mA 	 (0.83 / 0.97) 
966.	 13.2 	 C2 - 4.0 mA	 C0 - 1.5 mA 	 (0.96 / 1.00) 
967.	 13.2 	 C0 - 2.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
968.	 13.0 	 C0 - 4.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
969.	 12.9 	 C2 - 4.0 mA	 C3 - 3.0 mA 	 (0.96 / 0.83) 
970.	 12.8 	 C3 - 4.5 mA	 C2 - 4.0 mA 	 (0.75 / 0.97) 
971.	 12.8 	 C1 - 5.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
972.	 12.8 	 C1 - 5.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
973.	 12.7 	 C3 - 4.0 mA	 C2 - 4.0 mA 	 (0.77 / 0.97) 
974.	 12.7 	 C1 - 1.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
975.	 12.5 	 C3 - 2.0 mA	 C2 - 4.5 mA 	 (0.86 / 0.97) 
976.	 12.5 	 C3 - 5.0 mA	 C2 - 4.0 mA 	 (0.74 / 0.97) 
977.	 12.3 	 C3 - 3.5 mA	 C2 - 4.5 mA 	 (0.79 / 0.97) 
978.	 12.3 	 C0 - 4.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
979.	 12.2 	 C2 - 4.5 mA	 C3 - 3.0 mA 	 (0.95 / 0.83) 
980.	 12.2 	 C3 - 3.0 mA	 C2 - 4.5 mA 	 (0.81 / 0.97) 
981.	 12.2 	 C0 - 4.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
982.	 12.2 	 C0 - 5.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
983.	 12.2 	 C2 - 4.5 mA	 C0 - 1.5 mA 	 (0.95 / 1.00) 
984.	 12.1 	 C1 - 4.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
985.	 12.1 	 C1 - 2.5 mA	 C3 - 1.5 mA 	 (1.00 / 0.90) 
986.	 12.1 	 C3 - 5.5 mA	 C2 - 4.0 mA 	 (0.73 / 0.97) 
987.	 12.0 	 C2 - 1.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
988.	 12.0 	 C2 - 1.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
989.	 11.8 	 C2 - 3.5 mA	 C2 - 1.5 mA 	 (0.98 / 1.00) 
990.	 11.7 	 C1 - 5.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
991.	 11.5 	 C2 - 5.0 mA	 C3 - 3.5 mA 	 (0.94 / 0.81) 
992.	 11.5 	 C3 - 1.5 mA	 C2 - 4.0 mA 	 (0.90 / 0.97) 
993.	 11.5 	 C0 - 4.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
994.	 11.4 	 C2 - 5.5 mA	 C3 - 3.5 mA 	 (0.93 / 0.81) 
995.	 11.4 	 C2 - 2.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
996.	 11.3 	 C1 - 1.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
997.	 11.2 	 C3 - 4.5 mA	 C2 - 4.5 mA 	 (0.75 / 0.97) 
998.	 11.1 	 C0 - 5.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
999.	 11.0 	 C2 - 3.5 mA	 C3 - 3.5 mA 	 (0.98 / 0.81) 
1000.	 11.0 	 C3 - 4.0 mA	 C2 - 4.5 mA 	 (0.77 / 0.97) 
1001.	 11.0 	 C3 - 5.0 mA	 C2 - 4.5 mA 	 (0.74 / 0.97) 
1002.	 11.0 	 C0 - 2.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1003.	 10.8 	 C1 - 3.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
1004.	 10.7 	 C1 - 4.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1005.	 10.6 	 C3 - 5.5 mA	 C2 - 4.5 mA 	 (0.73 / 0.97) 
1006.	 10.5 	 C0 - 3.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1007.	 10.5 	 C1 - 4.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1008.	 10.5 	 C0 - 2.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1009.	 10.4 	 C2 - 5.0 mA	 C2 - 1.5 mA 	 (0.94 / 1.00) 
1010.	 10.1 	 C2 - 4.0 mA	 C3 - 3.5 mA 	 (0.96 / 0.81) 
1011.	 10.0 	 C2 - 1.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1012.	 9.9 	 C2 - 2.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1013.	 9.6 	 C2 - 2.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1014.	 9.6 	 C2 - 4.5 mA	 C3 - 3.5 mA 	 (0.95 / 0.81) 
1015.	 9.5 	 C0 - 3.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1016.	 9.5 	 C2 - 5.5 mA	 C2 - 1.5 mA 	 (0.93 / 1.00) 
1017.	 9.2 	 C1 - 3.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1018.	 9.0 	 C0 - 4.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1019.	 9.0 	 C0 - 1.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
1020.	 9.0 	 C2 - 4.0 mA	 C2 - 1.5 mA 	 (0.96 / 1.00) 
1021.	 8.9 	 C0 - 5.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1022.	 8.6 	 C3 - 2.5 mA	 C2 - 5.0 mA 	 (0.83 / 0.96) 
1023.	 8.6 	 C1 - 5.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
1024.	 8.5 	 C1 - 2.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
1025.	 8.5 	 C3 - 3.5 mA	 C2 - 5.0 mA 	 (0.79 / 0.96) 
1026.	 8.4 	 C1 - 2.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
1027.	 8.4 	 C0 - 3.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1028.	 8.3 	 C0 - 3.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1029.	 8.2 	 C3 - 1.5 mA	 C2 - 4.5 mA 	 (0.90 / 0.97) 
1030.	 8.2 	 C2 - 2.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1031.	 8.1 	 C2 - 3.0 mA	 C3 - 4.0 mA 	 (0.99 / 0.79) 
1032.	 8.1 	 C0 - 4.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1033.	 8.1 	 C2 - 2.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1034.	 8.0 	 C1 - 4.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1035.	 8.0 	 C3 - 3.0 mA	 C2 - 5.0 mA 	 (0.81 / 0.96) 
1036.	 7.9 	 C3 - 4.5 mA	 C2 - 5.0 mA 	 (0.75 / 0.96) 
1037.	 7.9 	 C3 - 5.0 mA	 C2 - 5.0 mA 	 (0.74 / 0.96) 
1038.	 7.7 	 C1 - 4.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1039.	 7.7 	 C2 - 4.5 mA	 C2 - 1.5 mA 	 (0.95 / 1.00) 
1040.	 7.6 	 C3 - 5.5 mA	 C2 - 5.0 mA 	 (0.73 / 0.96) 
1041.	 7.5 	 C3 - 4.0 mA	 C2 - 5.0 mA 	 (0.77 / 0.96) 
1042.	 7.4 	 C2 - 5.5 mA	 C3 - 4.0 mA 	 (0.93 / 0.79) 
1043.	 7.3 	 C2 - 5.0 mA	 C3 - 4.0 mA 	 (0.94 / 0.79) 
1044.	 7.3 	 C0 - 2.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1045.	 7.1 	 C0 - 2.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1046.	 7.1 	 C3 - 2.0 mA	 C2 - 5.0 mA 	 (0.86 / 0.96) 
1047.	 6.9 	 C0 - 5.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1048.	 6.9 	 C1 - 3.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
1049.	 6.8 	 C0 - 5.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1050.	 6.8 	 C2 - 3.0 mA	 C3 - 4.5 mA 	 (0.99 / 0.78) 
1051.	 6.8 	 C1 - 5.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1052.	 6.5 	 C2 - 1.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
1053.	 6.5 	 C2 - 3.0 mA	 C2 - 2.0 mA 	 (0.99 / 1.00) 
1054.	 6.5 	 C1 - 3.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1055.	 6.5 	 C0 - 2.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1056.	 6.4 	 C2 - 5.5 mA	 C3 - 4.5 mA 	 (0.93 / 0.78) 
1057.	 6.4 	 C2 - 5.0 mA	 C3 - 4.5 mA 	 (0.94 / 0.78) 
1058.	 6.2 	 C2 - 3.5 mA	 C3 - 4.0 mA 	 (0.98 / 0.79) 
1059.	 6.2 	 C0 - 1.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1060.	 6.1 	 C1 - 3.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1061.	 6.1 	 C0 - 3.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1062.	 5.9 	 C2 - 1.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1063.	 5.7 	 C1 - 1.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1064.	 5.6 	 C2 - 4.0 mA	 C3 - 4.0 mA 	 (0.96 / 0.79) 
1065.	 5.4 	 C3 - 3.5 mA	 C2 - 5.5 mA 	 (0.79 / 0.95) 
1066.	 5.3 	 C3 - 5.0 mA	 C2 - 5.5 mA 	 (0.74 / 0.95) 
1067.	 5.3 	 C2 - 4.5 mA	 C3 - 4.0 mA 	 (0.95 / 0.79) 
1068.	 5.2 	 C3 - 4.5 mA	 C2 - 5.5 mA 	 (0.75 / 0.95) 
1069.	 5.1 	 C3 - 5.5 mA	 C2 - 5.5 mA 	 (0.73 / 0.95) 
1070.	 5.1 	 C2 - 3.5 mA	 C3 - 4.5 mA 	 (0.98 / 0.78) 
1071.	 5.0 	 C1 - 5.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1072.	 5.0 	 C1 - 4.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1073.	 4.9 	 C2 - 2.0 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
1074.	 4.9 	 C3 - 2.5 mA	 C2 - 5.5 mA 	 (0.83 / 0.95) 
1075.	 4.9 	 C2 - 2.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1076.	 4.8 	 C0 - 5.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1077.	 4.7 	 C3 - 4.0 mA	 C2 - 5.5 mA 	 (0.77 / 0.95) 
1078.	 4.7 	 C2 - 2.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1079.	 4.6 	 C3 - 3.0 mA	 C2 - 5.5 mA 	 (0.81 / 0.95) 
1080.	 4.6 	 C2 - 4.0 mA	 C3 - 4.5 mA 	 (0.96 / 0.78) 
1081.	 4.3 	 C2 - 4.5 mA	 C3 - 4.5 mA 	 (0.95 / 0.78) 
1082.	 4.2 	 C2 - 5.5 mA	 C3 - 5.0 mA 	 (0.93 / 0.77) 
1083.	 4.1 	 C2 - 5.0 mA	 C3 - 5.0 mA 	 (0.94 / 0.77) 
1084.	 4.0 	 C0 - 5.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1085.	 4.0 	 C1 - 5.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1086.	 3.8 	 C0 - 4.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1087.	 3.8 	 C2 - 3.0 mA	 C3 - 5.0 mA 	 (0.99 / 0.77) 
1088.	 3.7 	 C1 - 5.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1089.	 3.7 	 C1 - 2.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1090.	 3.7 	 C1 - 5.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1091.	 3.7 	 C0 - 3.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1092.	 3.4 	 C1 - 3.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1093.	 3.4 	 C1 - 2.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1094.	 3.1 	 C1 - 4.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1095.	 2.9 	 C2 - 1.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1096.	 2.8 	 C0 - 4.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1097.	 2.8 	 C2 - 2.5 mA	 C2 - 2.5 mA 	 (1.00 / 0.99) 
1098.	 2.8 	 C3 - 2.0 mA	 C2 - 5.5 mA 	 (0.86 / 0.95) 
1099.	 2.7 	 C1 - 4.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1100.	 2.5 	 C1 - 1.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1101.	 2.5 	 C1 - 1.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1102.	 2.4 	 C2 - 5.5 mA	 C3 - 5.5 mA 	 (0.93 / 0.76) 
1103.	 2.4 	 C2 - 2.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1104.	 2.4 	 C2 - 3.5 mA	 C3 - 5.0 mA 	 (0.98 / 0.77) 
1105.	 2.3 	 C2 - 5.0 mA	 C3 - 5.5 mA 	 (0.94 / 0.76) 
1106.	 2.2 	 C0 - 1.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1107.	 2.1 	 C2 - 4.0 mA	 C3 - 5.0 mA 	 (0.96 / 0.77) 
1108.	 2.0 	 C0 - 2.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1109.	 2.0 	 C2 - 2.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1110.	 2.0 	 C0 - 5.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1111.	 1.9 	 C2 - 4.5 mA	 C3 - 5.0 mA 	 (0.95 / 0.77) 
1112.	 1.9 	 C0 - 4.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
